ID do museu,Dificuldade locomoção,Deficiencia Visual e Auditiva,Pessoa Estrangeira,Grupos_Acessibilidade_Filtro
83129,"Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,"Guia, monitor e/ou mediador, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83130,"Corrimão nas escadas e rampas, Rampa de acesso",Não possui,"Sinalização visual, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83131,"Corrimão nas escadas e rampas, Elevador, Sanitário adaptado, Banheiros adaptados, Circuito de visitação adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83132,Rampa de acesso,Não possui,Não possui,Acesso e mobilidade (Locomoção)
83133,"Rampa de acesso, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados, Elevador adaptado",Não possui,"Material de divulgação impresso, Site em outros idiomas","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83134,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Circuito de visitação adaptado, Elevador adaptado",Sinalização tátil,"Guia, monitor e/ou mediador, Sinalização visual","Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83135,"Rampa de acesso, Sanitário adaptado, Banheiros adaptados",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83136,"Rampa de acesso, Sanitário adaptado, Banheiros adaptados",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83137,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Cadeira de rodas para uso do visitante, Banheiros adaptados, Circuito de visitação adaptado, Elevador adaptado, Bebedouro adaptado, Telefone público adaptado","Sinalização tátil, Texto/Etiquetas em Braille, Tradutor de Língua Brasileira de Sinais (LIBRAS), Audioguia","Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso, Audioguia","Acesso e mobilidade (Locomoção), Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Recursos de Comunicação (Auditiva e Idiomas)"
83138,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Banheiros adaptados, Circuito de visitação adaptado, Telefone público adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83139,Museu virtual acessível ao público que possua acesso a internet,Não possui,Não possui,
83140,Não possui,Não possui,Não possui,
83141,Não informado,Não informado,Não informado,
83142,Não possui,Não possui,Não possui,
83143,"Corrimão nas escadas e rampas, Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,Não possui,Acesso e mobilidade (Locomoção)
83144,Não possui,Não possui,Não possui,
83145,Não possui,Não possui,"Guia, monitor e/ou mediador",
83146,Não possui,Não possui,Não possui,
83147,Não possui,Não possui,"Guia, monitor e/ou mediador",
83148,Não possui,Não possui,Não possui,
83149,Não possui,Não possui,Não possui,
83150,Rampa de acesso,Não possui,"Guia, monitor e/ou mediador",Acesso e mobilidade (Locomoção)
83151,Não possui,Não possui,Não possui,
83152,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Elevador adaptado, Bebedouro adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83153,"Corrimão nas escadas e rampas, Rampa de acesso",Não possui,Não possui,Acesso e mobilidade (Locomoção)
83154,Não possui,Não possui,Não possui,
83155,Rampa de acesso,Não possui,"Guia, monitor e/ou mediador, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83156,Corrimão nas escadas e rampas,"Guia multimídia (audioguia com monitor), Audiodescrição","Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso, Audioguia","Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83157,Não possui,Não possui,Não possui,
83158,Não possui,Não possui,Não possui,
83159,"Corrimão nas escadas e rampas, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Circuito de visitação adaptado, Elevador adaptado",Piso tátil,"Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso, Audioguia","Acesso e mobilidade (Locomoção), Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Recursos de Comunicação (Auditiva e Idiomas)"
83160,"Corrimão nas escadas e rampas, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83161,Não possui,Não possui,Não possui,
83162,Não possui,Não possui,Não possui,
83163,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Cadeira de rodas para uso do visitante, Banheiros adaptados, Circuito de visitação adaptado, Elevador adaptado","Maquetes táteis ou mapas em relevo, Sinalização tátil, Texto/Etiquetas em Braille, Tradutor de Língua Brasileira de Sinais (LIBRAS)","Guia, monitor e/ou mediador, Material de divulgação impresso","Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83164,"Rampa de acesso, Cadeira de rodas para uso do visitante",Não possui,Não possui,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83165,Corrimão nas escadas e rampas,Não possui,Não possui,Acesso e mobilidade (Locomoção)
83166,Não possui,Não possui,Material de divulgação impresso,Apoio humano ou equipamentos para assistência
83167,Não possui,Não possui,Não possui,
83169,Não possui,Não possui,Não possui,
83168,Não possui,Não possui,Não possui,
83170,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Banheiros adaptados, Elevador adaptado",Não possui,"Guia, monitor e/ou mediador, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83171,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Banheiros adaptados",Sinalização tátil,Não possui,"Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
83172,Rampa de acesso,Não possui,Não possui,Acesso e mobilidade (Locomoção)
83173,Não possui,Não possui,Não possui,
83174,"Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados",Obras e reproduções táteis,Não possui,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83175,Não possui,Não possui,Não possui,
83176,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Elevador adaptado, Bebedouro adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83177,Não possui,Não possui,Não possui,
83178,Não possui,Não possui,Não possui,
83179,Não possui,Não possui,Não possui,
83180,Não possui,Não possui,"Guia, monitor e/ou mediador",
83181,"Corrimão nas escadas e rampas, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados, Telefone público adaptado",Não possui,Não possui,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83182,Não possui,Não possui,Não possui,
83183,Não possui,Não possui,Não possui,
83184,"Elevador, Sanitário adaptado, Banheiros adaptados, Elevador adaptado","Maquetes táteis ou mapas em relevo, Obras e reproduções táteis, Texto/Etiquetas em Braille","Guia, monitor e/ou mediador","Acesso e mobilidade (Locomoção)"
83185,Corrimão nas escadas e rampas,"Guia multimídia (audioguia com monitor), Tradutor de Língua Brasileira de Sinais (LIBRAS)","Sinalização visual, Material de divulgação impresso, Audioguia","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83186,Não possui,Não possui,Não possui,
83187,"Corrimão nas escadas e rampas, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos","Guia multimídia (audioguia com monitor), Maquetes táteis ou mapas em relevo, Obras e reproduções táteis, Texto/Etiquetas em Braille",Não possui,Acesso e mobilidade (Locomoção)
83188,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador",Não possui,Não possui,Acesso e mobilidade (Locomoção)
83189,Não possui,Não possui,Não possui,
83191,"Corrimão nas escadas e rampas, Elevador, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Banheiros adaptados, Elevador adaptado, Bebedouro adaptado, Acessibilidade nas calçadas da propriedade.",Não possui,"Guia, monitor e/ou mediador","Acesso e mobilidade (Locomoção)"
83190,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Sanitário adaptado, Bebedouro adaptado","Obras e reproduções táteis, Texto/Etiquetas em Braille","Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83192,Não possui,Não possui,Não possui,
83193,"Corrimão nas escadas e rampas, Elevador, Sanitário adaptado, Cadeira de rodas para uso do visitante, Banheiros adaptados",Não possui,Não possui,"Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83194,"Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Cadeira de rodas para uso do visitante, Banheiros adaptados, Circuito de visitação adaptado",Sinalização tátil,"Guia, monitor e/ou mediador, Sinalização visual","Acesso e mobilidade (Locomoção), Recursos Sensoriais (Visual e Tátil), Apoio humano ou equipamentos para assistência, Recursos de Comunicação (Auditiva e Idiomas)"
83195,Não possui,Não possui,Não possui,
83196,Não possui,Não possui,Não possui,
83197,"Rampa de acesso, Circuito de visitação adaptado, Bebedouro adaptado","Maquetes táteis ou mapas em relevo, Obras e reproduções táteis, Tradutor de Língua Brasileira de Sinais (LIBRAS)",Não possui,"Acesso e mobilidade (Locomoção)"
83198,Não possui,Não possui,Não possui,
83199,Não possui,Não possui,Sinalização visual,Recursos de Comunicação (Auditiva e Idiomas)
83200,Não possui,Não possui,Não possui,
83201,"Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,"Guia, monitor e/ou mediador, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção)"
83202,"Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,Não possui,Acesso e mobilidade (Locomoção)
83203,"Corrimão nas escadas e rampas, Rampa de acesso, Elevador, Banheiros adaptados, Elevador adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83204,Não possui,Não possui,Não possui,
83205,Não possui,Não possui,Não possui,
83206,"Corrimão nas escadas e rampas, Rampa de acesso, Sanitário adaptado, Cadeira de rodas para uso do visitante, Banheiros adaptados, Circuito de visitação adaptado",Guia multimídia (audioguia com monitor),"Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso, Audioguia","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83207,Não possui,Não possui,Não possui,
83208,"Rampa de acesso, Banheiros adaptados",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83209,Não possui,Não possui,Não possui,
83210,Não possui,Não possui,Não possui,
83211,"Corrimão nas escadas e rampas, Rampa de acesso, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos",Não possui,Não possui,Acesso e mobilidade (Locomoção)
83212,Banheiros adaptados,Não possui,Não possui,Acesso e mobilidade (Locomoção)
83213,Não possui,Não possui,Não possui,
83214,Não possui,Não possui,"Sinalização visual, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Recursos de Comunicação (Auditiva e Idiomas)"
83215,"Rampa de acesso, Sanitário adaptado, Vaga de estacionamento exclusiva para deficientes e/ou idosos, Vaga de estacionamento exclusiva para idosos, Banheiros adaptados, Circuito de visitação adaptado","Sinalização tátil, Tradutor de Língua Brasileira de Sinais (LIBRAS), Visita tátil","Guia, monitor e/ou mediador","Recursos Sensoriais (Visual e Tátil), Acesso e mobilidade (Locomoção)"
83218,Não possui,Não possui,Não possui,
83216,Rampa de acesso,Não possui,"Guia, monitor e/ou mediador, Sinalização visual, Material de divulgação impresso","Apoio humano ou equipamentos para assistência, Acesso e mobilidade (Locomoção), Recursos de Comunicação (Auditiva e Idiomas)"
83219,"Rampa de acesso, Elevador, Sanitário adaptado",Não possui,Não possui,"Acesso e mobilidade (Locomoção)"
83217,"Sanitário adaptado, Cadeira de rodas para uso do visitante, Banheiros adaptados, Circuito de visitação adaptado, Elevador adaptado, Bebedouro adaptado","Guia multimídia (audioguia com monitor), Sinalização tátil, Texto/Etiquetas em Braille",Não possui,"Acesso e mobilidade (Locomoção), Apoio humano ou equipamentos para assistência, Recursos Sensoriais (Visual e Tátil)"
